Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
UK,2008,1351822541,19695.48,2.32,89.84,Europe
USA,2000,554411535,13934.44,4.3,22.12,North America
Germany,2005,1372318807,18147.39,19.88,12.94,Europe
China,2007,1086688880,3239.19,12.0,53.87,Asia
USA,2019,1282245171,18059.68,24.96,49.89,North America
UK,2017,199756127,10400.29,18.0,87.41,Europe
France,2017,435327882,20001.75,23.84,25.32,Europe
India,2016,647738284,15019.23,8.43,12.1,Asia
China,2020,1288110666,8937.06,6.05,57.1,Asia
France,2015,453279483,5127.73,10.66,25.8,Europe
Germany,2012,517477436,20416.51,8.09,14.41,Europe
Russia,2021,1398320259,14048.8,16.11,11.98,Europe/Asia
UK,2003,536684540,24687.96,19.12,22.68,Europe
Germany,2003,190015129,9399.87,11.25,43.45,Europe
India,2020,708068804,17174.41,4.07,88.67,Asia
France,2013,1372803299,15608.24,2.61,77.69,Europe
Australia,2004,192016928,15975.78,7.01,57.18,Oceania
India,2015,226101247,18450.8,18.85,48.3,Asia
Brazil,2013,1231265037,3563.8,7.1,50.57,South America
China,2013,476204033,13786.14,22.95,88.73,Asia
Russia,2013,1308997065,12777.33,16.99,74.49,Europe/Asia
UK,2024,485895074,8628.99,21.83,25.31,Europe
Canada,2023,887526484,10960.14,10.87,93.64,North America
France,2024,1093755751,13018.42,24.62,78.79,Europe
Australia,2013,1270743913,8090.97,17.63,13.04,Oceania
Canada,2018,998029191,7399.65,10.21,54.7,North America
China,2002,1146790765,18482.99,6.89,68.1,Asia
China,2016,718795839,1766.26,21.93,15.43,Asia
UK,2013,883048337,7892.78,9.32,41.42,Europe
Australia,2009,1115890824,16377.41,3.02,67.7,Oceania
China,2012,581122755,5298.45,8.41,82.63,Asia
Canada,2021,1353389517,14349.59,6.13,96.97,North America
Australia,2003,358176815,7623.89,9.35,20.83,Oceania
Canada,2010,851230483,21098.2,16.11,66.28,North America
India,2014,678563164,8814.73,13.51,89.46,Asia
Germany,2014,133526870,5814.96,18.35,73.81,Europe
Australia,2023,1357518903,13299.58,9.68,66.28,Oceania
USA,2001,142537119,3477.95,4.76,29.08,North America
Germany,2010,52543272,19957.35,5.69,82.56,Europe
Germany,2001,897816198,17032.7,20.34,60.06,Europe
Australia,2022,537813575,19285.67,4.25,19.92,Oceania
Russia,2004,990649227,10032.07,20.36,93.27,Europe/Asia
China,2012,810234019,20891.59,6.89,97.97,Asia
India,2000,1000345167,12389.35,17.6,57.85,Asia
Russia,2006,1067193561,2458.01,16.33,79.11,Europe/Asia
Russia,2006,698139868,5678.33,4.26,61.91,Europe/Asia
USA,2009,5596997,17805.21,17.31,47.58,North America
France,2005,59248740,22420.92,12.29,46.41,Europe
Australia,2019,683688672,2470.12,18.26,95.82,Oceania
Canada,2011,210365342,21618.95,21.22,42.82,North America
China,2012,800190189,19996.84,2.91,53.65,Asia
Russia,2023,682515324,8978.37,16.9,32.12,Europe/Asia
India,2010,96876008,17262.99,4.41,32.54,Asia
France,2017,1215464017,4755.09,10.71,41.7,Europe
USA,2001,233098277,20353.49,2.29,92.31,North America
Brazil,2015,1319476142,16467.74,9.56,45.29,South America
China,2001,141349790,11026.85,5.9,59.15,Asia
Brazil,2018,942812239,21626.48,14.79,58.57,South America
Germany,2005,821491111,3566.94,13.78,61.9,Europe
Russia,2000,1256642546,21160.06,20.25,82.98,Europe/Asia
UK,2010,570228196,694.77,16.72,90.21,Europe
China,2017,225136038,18854.69,18.44,28.58,Asia
Canada,2009,369337949,14376.77,4.13,86.58,North America
France,2017,1300035956,17448.41,2.64,58.75,Europe
India,2000,601623267,10367.38,24.3,92.28,Asia
China,2018,809197021,21624.58,11.82,91.54,Asia
Canada,2015,266212941,7897.41,11.08,44.66,North America
Australia,2006,169628655,6946.39,2.81,68.02,Oceania
Brazil,2014,286139577,7613.59,4.73,87.56,South America
Australia,2000,247955270,19381.66,23.63,44.24,Oceania
France,2022,831773769,12432.76,17.98,13.9,Europe
USA,2020,1389354499,13473.42,11.41,42.02,North America
Russia,2008,780304107,20808.22,22.8,42.52,Europe/Asia
China,2001,1065171877,20850.8,15.57,81.8,Asia
UK,2016,1066972436,4127.28,19.17,37.56,Europe
Brazil,2024,910959840,13789.22,11.93,89.56,South America
Brazil,2023,439479079,3237.85,11.93,58.83,South America
China,2009,1100492827,21726.36,3.57,62.17,Asia
Germany,2005,280290326,20941.44,18.88,81.82,Europe
Australia,2004,640986847,21248.79,4.28,21.98,Oceania
Brazil,2007,642243774,17650.98,19.58,11.6,South America
Canada,2007,1017711727,11725.24,6.39,15.04,North America
India,2004,756748100,10177.56,7.69,12.73,Asia
Russia,2011,1211269305,9941.09,23.11,72.29,Europe/Asia
Brazil,2006,270275737,1748.7,12.85,31.8,South America
Canada,2012,889366438,23726.87,4.88,86.31,North America
France,2012,248698946,11311.86,22.82,88.58,Europe
France,2016,80933719,23259.86,12.41,41.69,Europe
Russia,2003,542407841,21993.51,5.0,27.34,Europe/Asia
Germany,2017,76586387,20732.4,10.99,54.39,Europe
UK,2009,1247619510,14748.89,15.55,82.61,Europe
Russia,2002,1389353501,2628.74,10.33,70.96,Europe/Asia
USA,2011,731842705,8165.4,23.26,12.29,North America
Germany,2000,206927781,15129.3,8.2,10.64,Europe
Brazil,2010,1175747653,435.05,6.04,20.13,South America
Russia,2017,725371833,1161.51,7.08,39.97,Europe/Asia
Australia,2012,750305528,16973.82,3.93,57.78,Oceania
France,2016,378389481,22216.25,12.4,82.77,Europe
Canada,2007,1265682747,21393.56,22.2,22.71,North America
Russia,2019,599706712,4286.82,9.02,23.57,Europe/Asia
Australia,2018,124441704,22789.71,7.94,86.86,Oceania
Germany,2016,1157595880,17437.92,21.26,92.24,Europe
USA,2001,293943530,17936.52,9.04,59.06,North America
Canada,2002,337284216,7670.63,12.97,79.86,North America
India,2002,1219017362,17928.32,2.72,40.5,Asia
USA,2005,242248585,17773.33,8.6,94.22,North America
Brazil,2009,598494916,14907.17,5.0,90.53,South America
Australia,2023,909011976,8996.48,4.43,85.61,Oceania
Russia,2021,632660896,20294.26,11.92,11.16,Europe/Asia
Russia,2017,1054212430,23444.2,8.38,56.57,Europe/Asia
China,2017,1136622487,21760.22,5.83,12.37,Asia
France,2013,629196445,6150.18,13.76,70.29,Europe
Brazil,2015,671074237,11197.28,20.03,26.33,South America
Australia,2006,726652774,8626.12,18.9,66.91,Oceania
Russia,2000,471325445,17716.24,7.77,18.72,Europe/Asia
India,2016,1080644238,20804.11,8.05,77.34,Asia
Canada,2022,1177912549,5473.32,18.83,74.65,North America
Brazil,2024,360244326,23687.16,14.81,10.41,South America
Germany,2004,348824947,16965.5,19.08,80.49,Europe
India,2000,281428757,5539.35,2.03,24.58,Asia
Canada,2020,223887924,9340.26,4.0,19.73,North America
UK,2016,936522972,2704.71,20.45,54.52,Europe
France,2009,1210738109,14967.02,21.58,62.52,Europe
Brazil,2011,320664108,4312.87,9.9,19.18,South America
Australia,2024,19771777,17357.94,24.04,37.12,Oceania
USA,2019,57150754,18457.44,8.94,46.29,North America
Canada,2024,87669868,12035.44,22.48,93.98,North America
Germany,2001,933667413,2436.04,11.7,32.37,Europe
Russia,2022,370425746,15310.74,14.92,33.18,Europe/Asia
USA,2015,1046818609,9367.91,16.8,68.69,North America
India,2014,185973193,23746.22,5.06,74.72,Asia
France,2012,471779117,12878.82,2.85,10.96,Europe
Australia,2017,100076102,1899.43,11.82,21.93,Oceania
USA,2019,656276835,15937.62,5.69,41.83,North America
Germany,2021,97062207,19505.91,14.63,66.25,Europe
Canada,2013,561091714,4096.52,12.43,21.94,North America
Australia,2017,592216377,11281.53,4.81,41.77,Oceania
UK,2001,62707340,18605.6,17.31,17.14,Europe
Russia,2001,1319359528,610.29,2.47,60.83,Europe/Asia
France,2002,958671163,821.35,4.91,47.95,Europe
USA,2004,134804253,16955.11,18.1,80.14,North America
France,2024,991382663,18155.65,14.14,61.08,Europe
France,2015,1059674889,21162.15,8.48,68.66,Europe
France,2021,406118880,10050.04,6.15,69.73,Europe
Canada,2014,124075859,9805.44,16.77,62.48,North America
France,2011,811576092,13853.96,6.73,11.43,Europe
UK,2008,1252023004,18957.44,24.65,84.05,Europe
India,2013,268864192,16060.71,21.99,91.59,Asia
Germany,2020,1002911467,8250.35,5.04,57.55,Europe
Australia,2015,553297324,8729.03,21.76,19.98,Oceania
UK,2010,1335832548,19098.82,9.94,68.27,Europe
Australia,2005,1044948474,13412.7,13.27,42.37,Oceania
Germany,2009,1397887575,2539.61,5.28,16.52,Europe
India,2007,310664240,3909.57,4.73,86.02,Asia
Brazil,2015,1000854272,21294.64,21.91,73.34,South America
Australia,2002,1301513645,24970.21,16.49,81.63,Oceania
Australia,2001,1016402885,8458.5,12.59,80.86,Oceania
India,2015,1115163696,9728.87,2.83,41.83,Asia
USA,2018,79812099,3946.75,23.21,52.92,North America
UK,2008,974880101,5969.26,10.65,30.8,Europe
USA,2015,84462696,10673.28,11.58,77.19,North America
USA,2021,600735838,7181.3,8.67,56.63,North America
USA,2003,905449480,17565.48,22.5,67.85,North America
France,2009,525831080,13492.45,9.93,41.74,Europe
Russia,2018,1038996796,20575.2,6.01,70.45,Europe/Asia
Australia,2012,184871413,18140.67,13.51,69.74,Oceania
USA,2017,634655148,3289.71,19.97,78.54,North America
UK,2014,1248929558,3172.39,10.54,23.83,Europe
Russia,2003,958548830,22401.65,17.0,65.51,Europe/Asia
Russia,2008,865420607,20505.83,9.0,88.27,Europe/Asia
USA,2003,310720532,11751.14,18.55,18.38,North America
Canada,2015,462403010,3346.07,17.38,95.51,North America
USA,2020,914505465,22474.55,17.66,28.49,North America
Canada,2014,689074201,5844.44,16.86,93.35,North America
USA,2023,644249212,984.82,5.6,87.25,North America
UK,2001,1197386565,23113.56,22.42,78.55,Europe
Canada,2013,1286640302,20242.5,15.47,28.64,North America
France,2002,823597436,17367.69,10.79,29.26,Europe
Russia,2021,907337197,947.36,5.96,33.08,Europe/Asia
USA,2022,251348264,13257.94,20.02,82.13,North America
Russia,2003,494054486,16375.54,13.71,26.7,Europe/Asia
USA,2000,428064835,19007.75,5.39,61.69,North America
Australia,2022,414921167,11829.74,23.19,79.2,Oceania
Australia,2008,1399089074,23838.4,4.44,51.0,Oceania
China,2016,1150177007,6195.05,14.06,84.83,Asia
USA,2013,367997626,1836.4,16.04,60.03,North America
China,2016,192331558,8385.88,24.98,62.97,Asia
India,2000,913960042,16578.94,5.24,70.23,Asia
India,2009,1310873131,18455.21,16.11,85.29,Asia
Russia,2022,1335689469,18488.57,12.96,10.41,Europe/Asia
Canada,2015,817447899,2855.78,7.91,44.94,North America
USA,2024,1393267513,22138.73,23.67,95.71,North America
Germany,2018,717027366,7092.76,20.19,18.78,Europe
USA,2023,297500568,5326.79,19.87,30.78,North America
USA,2024,329083325,15399.99,22.68,60.81,North America
Germany,2002,865486732,5375.04,18.68,86.35,Europe
India,2011,79848157,12750.16,13.66,18.65,Asia
China,2002,1259702400,10235.04,11.01,10.36,Asia
Russia,2014,1291403085,5877.65,18.2,71.14,Europe/Asia
India,2016,994433162,7372.28,15.86,63.16,Asia
Germany,2017,389635676,10742.44,14.49,34.12,Europe
USA,2006,31888913,8719.39,15.55,95.23,North America
India,2018,1000306477,9601.24,17.07,59.76,Asia
UK,2006,162229633,18412.32,24.28,69.04,Europe
Australia,2004,983522994,4292.66,19.32,43.71,Oceania
USA,2007,822795623,15727.7,6.06,92.02,North America
Brazil,2020,448409882,16986.13,12.74,34.57,South America
Germany,2015,1103465781,20071.97,17.6,76.64,Europe
France,2015,537194446,21198.45,6.04,20.38,Europe
Canada,2018,783443551,4050.77,23.45,57.86,North America
France,2024,917466195,3542.69,3.77,61.42,Europe
India,2014,139735668,15407.8,16.05,26.76,Asia
USA,2006,575248666,18947.22,24.45,38.82,North America
Canada,2004,947035906,6880.93,18.74,25.9,North America
Canada,2022,583518064,13193.6,17.58,85.21,North America
Russia,2010,32456962,19328.76,24.94,68.49,Europe/Asia
France,2009,699363852,19210.83,20.21,49.73,Europe
USA,2024,294128536,16380.12,24.32,59.48,North America
Russia,2020,1060359825,2061.81,18.07,40.62,Europe/Asia
China,2022,946946790,1361.03,17.31,48.16,Asia
France,2008,1265728380,9772.29,19.54,65.12,Europe
Australia,2000,686132982,764.52,6.34,28.82,Oceania
Australia,2019,1144487361,22613.19,20.53,21.93,Oceania
Russia,2000,323490640,601.6,24.31,94.06,Europe/Asia
China,2007,1121090484,837.36,16.07,31.08,Asia
UK,2002,1062133673,4216.65,2.28,54.07,Europe
UK,2001,753781512,15712.68,3.66,77.78,Europe
Australia,2003,79228671,13584.7,7.4,59.49,Oceania
Brazil,2018,915501113,16521.23,13.3,66.5,South America
Germany,2010,983990411,22349.52,11.52,24.55,Europe
Germany,2004,1058400971,11428.15,24.52,45.15,Europe
Brazil,2023,107662972,1192.51,23.75,71.43,South America
Russia,2009,1066983963,19111.07,11.03,28.67,Europe/Asia
Germany,2023,284385800,20317.92,20.27,53.04,Europe
Germany,2022,639392626,1342.22,16.64,62.44,Europe
France,2007,223752609,6146.95,7.59,80.25,Europe
France,2012,30024589,19287.86,23.42,29.25,Europe
Brazil,2004,1368196378,9466.27,7.97,97.05,South America
USA,2011,1103478077,11869.02,22.02,96.1,North America
China,2012,194668569,20597.08,16.67,11.09,Asia
Russia,2021,91129801,2456.03,16.29,42.75,Europe/Asia
France,2007,316465303,16964.38,21.28,16.04,Europe
France,2014,1173332240,5453.11,13.37,38.23,Europe
UK,2012,779440371,1660.02,21.63,64.03,Europe
China,2000,851187840,16596.2,14.66,64.18,Asia
UK,2021,597669819,3123.17,24.65,18.6,Europe
USA,2005,376156756,18700.48,17.18,70.26,North America
China,2010,255896053,5147.36,10.6,85.32,Asia
Germany,2012,936134062,1307.95,19.56,66.17,Europe
UK,2020,710521584,2572.51,13.73,37.59,Europe
Australia,2019,507800675,21047.63,20.54,10.22,Oceania
Russia,2000,1056508729,9337.11,21.17,67.71,Europe/Asia
Germany,2010,227665108,7626.44,16.19,70.32,Europe
China,2010,312917495,12330.85,22.06,73.08,Asia
Australia,2007,1035497096,15860.02,11.28,13.49,Oceania
USA,2021,473855727,1023.85,3.32,55.96,North America
Australia,2002,1013396157,22464.89,17.24,46.8,Oceania
France,2018,730062603,23966.19,19.58,78.29,Europe
Brazil,2011,809898449,10490.94,3.67,74.32,South America
Australia,2005,1200867125,10374.46,19.73,94.61,Oceania
Canada,2022,1095791778,21976.14,16.7,89.88,North America
USA,2007,971081550,10789.86,4.68,59.66,North America
Germany,2004,1386153521,21419.13,14.42,97.26,Europe
UK,2009,985631005,805.59,4.5,23.37,Europe
India,2021,1023830508,12292.3,9.4,10.64,Asia
USA,2015,1001103520,23815.48,20.49,19.6,North America
Canada,2011,830829667,6394.84,4.32,41.6,North America
France,2016,1125178354,6727.26,12.57,77.22,Europe
UK,2005,82480473,15790.06,15.93,44.09,Europe
Russia,2008,772135060,23162.15,23.63,79.47,Europe/Asia
India,2009,1146990776,5048.68,18.96,76.11,Asia
Australia,2019,1343875422,23049.11,5.2,80.7,Oceania
Canada,2013,853935927,16608.79,24.28,26.67,North America
Australia,2013,560048375,24826.88,12.99,55.93,Oceania
Russia,2016,844954960,18437.83,10.5,73.43,Europe/Asia
USA,2024,11717904,16728.23,4.96,35.29,North America
Brazil,2015,484753825,20391.09,23.47,84.58,South America
Canada,2003,1127620793,4460.99,15.48,79.36,North America
China,2001,613152195,23655.04,24.72,20.67,Asia
Germany,2015,823396808,4223.33,6.0,29.39,Europe
China,2000,1288470977,739.19,14.55,31.13,Asia
Brazil,2002,714751970,17476.64,4.53,88.18,South America
Russia,2022,1126014188,4696.43,14.06,26.62,Europe/Asia
China,2010,256133838,18992.95,22.47,65.37,Asia
France,2015,825902634,19896.47,4.51,15.78,Europe
Canada,2017,1354230210,5993.81,8.2,59.17,North America
France,2014,735026238,2259.34,17.7,22.57,Europe
India,2008,409756126,12570.44,3.75,61.22,Asia
Brazil,2011,617238760,22266.44,12.44,42.73,South America
India,2017,432020088,21197.55,9.66,63.91,Asia
India,2004,469635254,3015.35,21.28,45.11,Asia
India,2023,854240952,24123.1,3.13,86.03,Asia
USA,2007,412162423,6672.33,21.86,77.37,North America
USA,2002,604942650,8799.84,18.18,85.18,North America
Brazil,2001,530338699,3811.35,8.84,29.76,South America
UK,2024,627650567,9507.29,6.55,23.24,Europe
China,2018,434430868,15927.46,23.85,59.6,Asia
USA,2007,136547220,12701.35,14.74,87.68,North America
Australia,2001,632789749,20705.73,9.93,19.85,Oceania
France,2018,853674212,16068.39,3.02,30.82,Europe
USA,2000,1144946199,6662.26,5.81,76.39,North America
Russia,2021,474830663,13980.21,15.76,51.42,Europe/Asia
India,2012,150685457,1698.36,13.8,63.71,Asia
USA,2022,331590730,14561.68,19.43,62.67,North America
Brazil,2019,535902965,9802.63,21.2,46.7,South America
France,2016,344537083,2550.12,11.14,72.81,Europe
France,2002,201591610,7755.85,4.32,85.85,Europe
UK,2008,441033417,22462.37,20.21,90.79,Europe
Germany,2004,894369561,14692.34,14.74,14.13,Europe
Germany,2005,615808005,22591.29,24.54,59.27,Europe
China,2003,206720434,10329.02,20.32,13.59,Asia
Australia,2016,503738768,24474.82,9.57,90.18,Oceania
Canada,2020,1288925846,9064.47,11.86,48.2,North America
Brazil,2020,1282410857,18944.43,7.42,90.15,South America
Russia,2020,686007055,7704.54,13.78,26.7,Europe/Asia
USA,2015,44400395,2739.16,18.35,24.45,North America
Brazil,2015,757328633,20843.11,16.09,90.84,South America
Australia,2021,523249879,19088.28,9.87,93.52,Oceania
Germany,2010,476048091,20533.66,20.94,78.24,Europe
Brazil,2001,985439076,7562.39,4.42,29.76,South America
USA,2016,191029185,17621.17,5.28,25.31,North America
UK,2014,20936740,5576.08,11.3,76.57,Europe
China,2017,168745014,381.66,18.15,66.49,Asia
UK,2009,366519698,21675.57,17.97,87.61,Europe
Germany,2005,1364435264,13135.78,10.43,34.64,Europe
India,2020,377721002,24592.97,18.02,36.29,Asia
Germany,2015,972533595,9687.39,3.39,75.12,Europe
China,2004,963873905,23926.14,8.67,33.84,Asia
USA,2011,378913567,15414.93,17.96,51.15,North America
Australia,2005,1373240264,12853.91,6.23,56.29,Oceania
Canada,2013,517962711,7639.96,6.89,69.56,North America
UK,2022,1290565879,20649.38,4.0,40.65,Europe
Germany,2015,895542146,20736.99,10.38,86.39,Europe
Australia,2024,1366317461,10481.55,20.97,45.81,Oceania
UK,2006,33515559,18209.6,21.24,13.68,Europe
Germany,2001,189186169,11236.22,21.83,15.96,Europe
China,2005,1201834598,18517.52,2.84,96.47,Asia
UK,2008,753316920,24855.33,24.85,65.36,Europe
Germany,2006,1136803894,6636.16,13.56,53.69,Europe
USA,2001,261266736,15887.91,22.07,87.4,North America
China,2018,296754868,9558.96,22.82,73.8,Asia
Australia,2007,1161009045,13754.45,13.83,26.14,Oceania
Australia,2010,1106805169,21866.27,3.18,10.65,Oceania
Canada,2024,1206921212,8754.64,15.74,97.41,North America
Brazil,2003,1034989971,1902.47,9.68,66.0,South America
India,2015,528799011,19993.54,6.76,52.46,Asia
USA,2024,1383386150,13920.12,6.2,94.07,North America
China,2017,406940988,11290.08,14.86,42.86,Asia
UK,2012,902085051,4664.99,4.4,74.31,Europe
Australia,2004,946319664,2412.03,20.9,69.64,Oceania
USA,2001,1066167583,7040.52,7.23,70.25,North America
China,2010,1290826601,18000.72,14.63,70.26,Asia
China,2000,753469043,10353.1,4.89,10.93,Asia
UK,2012,1131225967,14298.67,21.77,83.36,Europe
China,2004,494303071,2142.93,17.92,92.14,Asia
Russia,2017,744793303,3168.75,6.75,49.99,Europe/Asia
USA,2013,596372930,381.52,18.46,59.88,North America
Germany,2012,766056117,16864.78,3.91,38.9,Europe
Australia,2006,505385434,6684.92,19.76,79.87,Oceania
Australia,2007,402106888,24176.47,13.28,75.56,Oceania
Germany,2017,462630887,7780.55,4.76,75.73,Europe
USA,2006,917425350,9154.09,14.66,75.41,North America
India,2019,534418192,11790.3,6.62,29.45,Asia
USA,2016,1065916260,8046.6,17.47,20.01,North America
France,2015,1290215197,20454.34,18.3,37.66,Europe
China,2010,749189772,21917.55,19.5,61.21,Asia
Brazil,2018,897487761,374.8,22.58,45.56,South America
UK,2000,83508638,16401.07,17.06,32.18,Europe
Russia,2020,442505557,17183.6,13.31,11.98,Europe/Asia
Brazil,2007,653814157,24039.48,21.65,20.78,South America
Germany,2000,230773026,9322.94,22.7,19.37,Europe
UK,2008,471815526,4962.47,19.98,95.14,Europe
UK,2018,1024079694,13062.47,23.68,79.32,Europe
UK,2020,1199345372,11244.14,24.53,20.92,Europe
Australia,2008,314836091,19814.11,7.78,51.58,Oceania
Russia,2020,1158950647,22608.99,6.22,68.25,Europe/Asia
Australia,2024,390228967,2259.03,12.32,95.53,Oceania
China,2009,307880088,21179.83,24.93,33.94,Asia
France,2023,540628559,22733.37,4.03,33.5,Europe
Canada,2022,791181624,23110.98,18.38,60.57,North America
Russia,2010,269783553,19131.32,21.57,86.31,Europe/Asia
Brazil,2000,573332331,18577.86,24.92,34.89,South America
China,2019,76388325,470.93,16.25,21.2,Asia
