Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent,Rank
UK,2021,889389741,3035,7,60,Europe,★
UK,2021,891539824,6472,14,13,Europe,★★
Russia,2021,907337197,947,5,33,Europe/Asia,★
Russia,2021,922449592,2978,14,52,Europe/Asia,★
France,2021,930258178,16802,7,39,Europe,★★★★
Australia,2021,934279544,13025,16,81,Oceania,★★★
India,2021,934332535,2992,19,69,Asia,★
UK,2021,943700016,17403,13,82,Europe,★★★★
France,2021,945684563,7066,16,94,Europe,★★
China,2021,949685575,15328,7,26,Asia,★★★★
Germany,2021,951075875,22210,23,71,Europe,★★★★★
China,2021,957921006,17335,24,97,Asia,★★★★
India,2021,959762939,726,17,77,Asia,★
Australia,2021,961677713,24769,2,24,Oceania,★★★★★
Canada,2021,972632382,22830,17,27,North America,★★★★★
Canada,2021,974909827,14766,9,64,North America,★★★
France,2021,976355841,14739,4,98,Europe,★★★
UK,2021,979503795,7333,8,65,Europe,★★
France,2021,981585793,11834,2,61,Europe,★★★
USA,2021,994218327,2939,7,24,North America,★
Australia,2021,994384667,1976,20,66,Oceania,★
Canada,2021,1001597108,19813,24,70,North America,★★★★
Brazil,2021,1006290735,2627,7,83,South America,★
Australia,2021,1007447390,4958,10,62,Oceania,★
USA,2021,1007762149,612,10,18,North America,★
France,2021,1008688922,15276,20,65,Europe,★★★★
Russia,2021,1011042617,23267,22,55,Europe/Asia,★★★★★
Germany,2021,1014504356,16009,14,85,Europe,★★★★
USA,2021,1014507380,17536,23,24,North America,★★★★
India,2021,1015922308,12704,20,94,Asia,★★★
China,2021,1020117344,2441,11,43,Asia,★
India,2021,1023830508,12292,9,10,Asia,★★★
France,2021,1026373807,20123,9,85,Europe,★★★★★
Australia,2021,1027572964,20342,23,11,Oceania,★★★★★
Brazil,2021,1028658950,16212,16,44,South America,★★★★
France,2021,1032846806,22223,3,10,Europe,★★★★★
Germany,2021,1034975308,23843,7,93,Europe,★★★★★
Germany,2021,1035897783,12355,5,18,Europe,★★★
Canada,2021,1036214830,20249,22,94,North America,★★★★★
Russia,2021,1037045428,17739,8,29,Europe/Asia,★★★★
USA,2021,1037377457,8252,22,36,North America,★★
Australia,2021,1047516080,9628,11,42,Oceania,★★
Brazil,2021,1048491615,15194,10,96,South America,★★★★
India,2021,1058366624,10255,19,29,Asia,★★★
China,2021,1058876958,4846,9,39,Asia,★
USA,2021,1062495947,20506,9,10,North America,★★★★★
Australia,2021,1068547217,15693,11,84,Oceania,★★★★
Canada,2021,1079139282,8744,12,72,North America,★★
Canada,2021,1086371990,4985,10,69,North America,★
USA,2021,1089252796,22627,22,17,North America,★★★★★
Germany,2021,1106274544,3541,15,88,Europe,★
Brazil,2021,1113787225,3435,12,94,South America,★
Australia,2021,1116297582,10993,24,91,Oceania,★★★
China,2021,1119847607,15260,4,44,Asia,★★★★
USA,2021,1119977304,11756,9,17,North America,★★★
UK,2021,1123072027,16812,17,90,Europe,★★★★
UK,2021,1131221744,7601,20,65,Europe,★★
USA,2021,1140431939,22087,22,50,North America,★★★★★
India,2021,1140903378,6442,10,48,Asia,★★
France,2021,1141700623,21032,15,89,Europe,★★★★★
Germany,2021,1141800368,18434,3,75,Europe,★★★★
Canada,2021,1142943574,1454,4,58,North America,★
UK,2021,1149206082,8298,4,76,Europe,★★
France,2021,1150359082,20106,17,62,Europe,★★★★★
UK,2021,1153473145,14115,13,23,Europe,★★★
USA,2021,1154919341,5682,10,94,North America,★★
Australia,2021,1159081968,24856,12,92,Oceania,★★★★★
Brazil,2021,1164231917,15629,22,56,South America,★★★★
India,2021,1168450318,10927,11,56,Asia,★★★
Australia,2021,1168767877,23395,22,25,Oceania,★★★★★
France,2021,1172479987,1451,16,88,Europe,★
UK,2021,1173240633,17187,17,48,Europe,★★★★
Germany,2021,1174392932,21088,18,96,Europe,★★★★★
Australia,2021,1174400102,11954,21,97,Oceania,★★★
India,2021,1178494459,24994,7,55,Asia,★★★★★
India,2021,1181537312,16447,19,16,Asia,★★★★
Brazil,2021,1192251400,10351,7,41,South America,★★★
Russia,2021,1197417735,1550,23,20,Europe/Asia,★
USA,2021,1207108307,9657,23,96,North America,★★
Germany,2021,1207287363,14986,21,37,Europe,★★★
UK,2021,1207718552,18195,20,17,Europe,★★★★
Germany,2021,1210505928,18451,19,47,Europe,★★★★
USA,2021,1211019390,12377,2,23,North America,★★★
UK,2021,1212439582,24928,6,22,Europe,★★★★★
France,2021,1212948037,18071,21,53,Europe,★★★★
USA,2021,1218289517,3702,23,75,North America,★
India,2021,1224500089,10151,15,70,Asia,★★★
China,2021,1227687910,9454,4,70,Asia,★★
Canada,2021,1233954126,8294,16,72,North America,★★
Australia,2021,1240603787,17413,5,80,Oceania,★★★★
Russia,2021,1243997688,1538,14,43,Europe/Asia,★
Australia,2021,1245533306,9788,9,24,Oceania,★★
China,2021,1247401659,20692,2,53,Asia,★★★★★
UK,2021,1249693997,7942,16,50,Europe,★★
Brazil,2021,1252136052,24728,10,22,South America,★★★★★
China,2021,1254590409,8428,16,87,Asia,★★
Germany,2021,1263581769,24329,23,23,Europe,★★★★★
UK,2021,1267120660,6781,5,60,Europe,★★
Germany,2021,1267398216,4737,12,47,Europe,★
Brazil,2021,1269952194,9806,12,88,South America,★★
Canada,2021,1276480552,3010,11,90,North America,★
China,2021,1276715845,782,6,75,Asia,★
France,2021,1276965881,13097,2,78,Europe,★★★
UK,2021,1283837946,19099,10,51,Europe,★★★★
UK,2021,1290169800,3400,8,36,Europe,★
Russia,2021,1292770641,12627,23,22,Europe/Asia,★★★
Canada,2021,1305404853,11889,10,75,North America,★★★
USA,2021,1309160915,20392,7,53,North America,★★★★★
Brazil,2021,1311433994,16458,10,32,South America,★★★★
Germany,2021,1314132460,7976,22,61,Europe,★★
Germany,2021,1317225931,20677,20,88,Europe,★★★★★
India,2021,1318254747,2178,4,11,Asia,★
Canada,2021,1320125441,11324,8,76,North America,★★★
Canada,2021,1321180505,16660,20,37,North America,★★★★
USA,2021,1321485962,22933,21,31,North America,★★★★★
UK,2021,1323754811,10241,18,56,Europe,★★★
India,2021,1324758085,4256,9,89,Asia,★
Canada,2021,1328691296,1652,22,74,North America,★
India,2021,1331138232,2694,24,79,Asia,★
Germany,2021,1331931295,22363,13,11,Europe,★★★★★
USA,2021,1332439911,12410,5,52,North America,★★★
Brazil,2021,1333093621,13256,14,58,South America,★★★
USA,2021,1333457124,1022,3,65,North America,★
UK,2021,1333711295,14436,18,29,Europe,★★★
Australia,2021,1348538662,20496,3,58,Oceania,★★★★★
Canada,2021,1353389517,14349,6,96,North America,★★★
India,2021,1355312081,3419,9,88,Asia,★
China,2021,1375410520,1759,13,52,Asia,★
Russia,2021,1381411709,10202,20,56,Europe/Asia,★★★
Brazil,2021,1387282737,4010,2,45,South America,★
USA,2021,1387672925,9239,5,16,North America,★★
India,2021,1394737417,24401,10,27,Asia,★★★★★
UK,2021,1395146827,13445,15,85,Europe,★★★
Australia,2021,1396326921,1411,18,20,Oceania,★
Russia,2021,1398320259,14048,16,11,Europe/Asia,★★★
India,2022,3626961,21256,19,31,Asia,★★★★★
Canada,2022,7123477,5965,12,75,North America,★★
Australia,2022,9867314,2394,9,91,Oceania,★
Australia,2022,10227525,20054,22,31,Oceania,★★★★★
Canada,2022,17372807,4641,23,48,North America,★
UK,2022,20963714,16229,2,16,Europe,★★★★
Brazil,2022,21351904,2850,8,97,South America,★
Australia,2022,28700136,6191,6,25,Oceania,★★
Russia,2022,35162959,12920,2,57,Europe/Asia,★★★
Brazil,2022,37742450,7691,4,85,South America,★★
Canada,2022,41992419,17324,11,73,North America,★★★★
Russia,2022,43619841,5488,8,83,Europe/Asia,★★
Germany,2022,45057012,11071,13,42,Europe,★★★
UK,2022,48934390,10972,7,48,Europe,★★★
Brazil,2022,54784322,16875,15,87,South America,★★★★
Australia,2022,62190910,2486,18,46,Oceania,★
Canada,2022,63362913,15776,19,18,North America,★★★★
UK,2022,69486190,586,20,41,Europe,★
Australia,2022,70254560,18793,7,84,Oceania,★★★★
Australia,2022,75303472,7985,3,39,Oceania,★★
USA,2022,78779445,6722,2,28,North America,★★
UK,2022,86034900,5928,17,19,Europe,★★
Canada,2022,90115741,23047,14,58,North America,★★★★★
Australia,2022,93519819,11262,23,83,Oceania,★★★
Brazil,2022,95188431,8711,10,20,South America,★★
France,2022,103699863,15130,15,71,Europe,★★★★
Russia,2022,107317369,17510,16,19,Europe/Asia,★★★★
China,2022,110709524,18917,4,20,Asia,★★★★
Russia,2022,113694738,19553,22,68,Europe/Asia,★★★★
Australia,2022,119421665,22660,4,83,Oceania,★★★★★
France,2022,125522887,23784,4,46,Europe,★★★★★
USA,2022,130099476,21326,3,18,North America,★★★★★
China,2022,130494642,11896,19,89,Asia,★★★
India,2022,131837579,5884,17,22,Asia,★★
France,2022,133082859,13751,6,57,Europe,★★★
Canada,2022,137614339,14769,2,22,North America,★★★
India,2022,144012893,22322,20,36,Asia,★★★★★
UK,2022,150542853,19938,4,80,Europe,★★★★
Russia,2022,150747923,5842,8,78,Europe/Asia,★★
UK,2022,153628876,5688,11,61,Europe,★★
Australia,2022,154495933,17922,16,81,Oceania,★★★★
Germany,2022,155027826,24272,18,51,Europe,★★★★★
Brazil,2022,161562377,3623,3,10,South America,★
Russia,2022,161612157,5192,4,60,Europe/Asia,★★
Germany,2022,163471210,15233,14,54,Europe,★★★★
France,2022,168469379,18162,2,50,Europe,★★★★
USA,2022,169071775,1739,19,16,North America,★
France,2022,169784753,1944,5,76,Europe,★
Brazil,2022,170511881,16199,16,57,South America,★★★★
USA,2022,176552386,4481,7,60,North America,★
China,2022,186403066,4355,9,79,Asia,★
China,2022,189570396,3592,20,46,Asia,★
India,2022,193095919,11000,22,62,Asia,★★★
Brazil,2022,193665062,19638,6,77,South America,★★★★
China,2022,195362057,16098,21,14,Asia,★★★★
France,2022,197612804,22527,24,92,Europe,★★★★★
Brazil,2022,200378520,8679,24,43,South America,★★
France,2022,202161254,9245,20,29,Europe,★★
Germany,2022,204359859,14354,21,47,Europe,★★★
USA,2022,204485904,22172,21,47,North America,★★★★★
France,2022,209294623,14855,4,69,Europe,★★★
UK,2022,209473381,7226,14,17,Europe,★★
China,2022,219254444,23600,4,82,Asia,★★★★★
Australia,2022,219668120,10261,22,38,Oceania,★★★
France,2022,222330344,22826,23,36,Europe,★★★★★
India,2022,230543798,2763,18,53,Asia,★
Germany,2022,230589666,1078,4,40,Europe,★
Australia,2022,232570377,18311,10,71,Oceania,★★★★
UK,2022,236104947,22435,5,61,Europe,★★★★★
Brazil,2022,238514655,21117,21,97,South America,★★★★★
USA,2022,251348264,13257,20,82,North America,★★★
USA,2022,253563549,12666,15,37,North America,★★★
Germany,2022,255574674,6200,24,72,Europe,★★
France,2022,268334767,4795,24,41,Europe,★
Germany,2022,268364255,16753,19,16,Europe,★★★★
UK,2022,278474870,11584,18,55,Europe,★★★
USA,2022,293058987,13101,21,53,North America,★★★
Brazil,2022,299443637,19314,13,29,South America,★★★★
Canada,2022,305674888,15400,7,76,North America,★★★★
Russia,2022,310352174,13602,6,36,Europe/Asia,★★★
USA,2022,316181922,14543,17,69,North America,★★★
China,2022,316442557,23434,14,47,Asia,★★★★★
Canada,2022,322392528,12595,8,68,North America,★★★
China,2022,326299299,10346,20,22,Asia,★★★
China,2022,327563832,24090,9,41,Asia,★★★★★
Russia,2022,328155338,9405,6,63,Europe/Asia,★★
Brazil,2022,329935851,21013,15,65,South America,★★★★★
USA,2022,331590730,14561,19,62,North America,★★★
Canada,2022,335111746,12571,19,96,North America,★★★
China,2022,336415083,18950,9,35,Asia,★★★★
Russia,2022,337675740,9519,18,40,Europe/Asia,★★
Brazil,2022,337930547,8017,24,50,South America,★★
Germany,2022,339157222,9316,6,53,Europe,★★
Australia,2022,339886944,13076,13,74,Oceania,★★★
USA,2022,345335556,2181,9,35,North America,★
Brazil,2022,346809323,7695,24,54,South America,★★
China,2022,346815999,15971,12,63,Asia,★★★★
France,2022,358314117,18572,10,25,Europe,★★★★
India,2022,360111742,12362,9,29,Asia,★★★
Russia,2022,370425746,15310,14,33,Europe/Asia,★★★★
UK,2022,374680864,6006,2,71,Europe,★★
USA,2022,377932665,9411,2,68,North America,★★
USA,2022,380914519,14355,21,46,North America,★★★
Canada,2022,384749186,17844,18,40,North America,★★★★
UK,2022,387600597,23892,17,96,Europe,★★★★★
China,2022,393313428,1815,21,36,Asia,★
Russia,2022,394211694,5930,11,67,Europe/Asia,★★
Canada,2022,398781866,3673,12,60,North America,★
UK,2022,400347248,7545,11,76,Europe,★★
Germany,2022,412817091,24505,14,43,Europe,★★★★★
Australia,2022,414921167,11829,23,79,Oceania,★★★
Germany,2022,416172005,21602,7,16,Europe,★★★★★
France,2022,417218549,8005,13,51,Europe,★★
France,2022,422103615,4466,22,52,Europe,★
Russia,2022,428477162,17197,22,56,Europe/Asia,★★★★
India,2022,433953269,10111,4,16,Asia,★★★
UK,2022,436896803,10032,6,97,Europe,★★★
France,2022,450094093,20343,13,75,Europe,★★★★★
Brazil,2022,454655079,17628,21,13,South America,★★★★
Brazil,2022,458523553,10863,4,78,South America,★★★
Canada,2022,465383045,18668,12,60,North America,★★★★
Australia,2022,471648093,5721,14,57,Oceania,★★
France,2022,479161946,11739,13,56,Europe,★★★
USA,2022,485202959,6551,10,31,North America,★★
Russia,2022,486554767,12455,14,37,Europe/Asia,★★★
France,2022,487301057,18823,22,45,Europe,★★★★
Germany,2022,487766199,7024,4,61,Europe,★★
Brazil,2022,492433061,12975,15,53,South America,★★★
Brazil,2022,493309687,20060,23,70,South America,★★★★★
Australia,2022,494718144,21766,23,81,Oceania,★★★★★
Germany,2022,494985043,16483,7,73,Europe,★★★★
France,2022,496177844,11116,12,49,Europe,★★★
Australia,2022,500537543,2043,10,26,Oceania,★
USA,2022,503276974,15062,10,15,North America,★★★★
Germany,2022,506286718,7704,17,56,Europe,★★
UK,2022,519288513,2964,10,35,Europe,★
UK,2022,528255315,21485,9,26,Europe,★★★★★
Australia,2022,535394304,899,4,95,Oceania,★
USA,2022,536926458,20066,21,29,North America,★★★★★
Australia,2022,537813575,19285,4,19,Oceania,★★★★
Canada,2022,537917387,20887,16,40,North America,★★★★★
Germany,2022,540626660,9629,23,49,Europe,★★
France,2022,541387863,9658,8,63,Europe,★★
India,2022,543089266,10781,11,87,Asia,★★★
France,2022,545180268,4223,22,79,Europe,★
China,2022,548374741,21432,18,66,Asia,★★★★★
USA,2022,566802560,8096,13,12,North America,★★
USA,2022,567858762,19863,9,67,North America,★★★★
Germany,2022,572181735,8946,18,32,Europe,★★
China,2022,572888327,508,17,40,Asia,★
India,2022,574501472,4606,16,80,Asia,★
Canada,2022,575615957,16062,8,42,North America,★★★★
Russia,2022,575980025,9207,13,14,Europe/Asia,★★
Canada,2022,583518064,13193,17,85,North America,★★★
UK,2022,583612770,20354,19,59,Europe,★★★★★
India,2022,584673686,16270,7,60,Asia,★★★★
France,2022,585123305,1728,11,55,Europe,★
USA,2022,595227226,11005,8,27,North America,★★★
Canada,2022,597688961,10659,23,54,North America,★★★
Germany,2022,597766892,23000,11,83,Europe,★★★★★
Germany,2022,601378982,21879,4,88,Europe,★★★★★
France,2022,602444144,17133,9,15,Europe,★★★★
USA,2022,602587515,8885,21,72,North America,★★
France,2022,614423048,13999,22,78,Europe,★★★
China,2022,618819023,10389,7,34,Asia,★★★
Canada,2022,620289041,20464,4,51,North America,★★★★★
